,coordinates,cost_text,desc,name,rooms
https://www.domain.com.au/2-20-thomas-mitchell-drive-wodonga-vic-3690-16079727,"[-36.1258189, 146.8907314]",$430 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2/20 Thomas Mitchell Drive Wodonga VIC 3690,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/3-2-pitmedden-drive-west-wodonga-vic-3690-16077984,"[-36.1169849, 146.8655283]",$270 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3/2 Pitmedden Drive West Wodonga VIC 3690,"['1 Bed', '1 Bath', '1 Parking']"
https://www.domain.com.au/9-coventry-court-west-wodonga-vic-3690-16077619,"[-36.1196477, 146.8581476]",$380 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",9 Coventry Court West Wodonga VIC 3690,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/16-castleton-street-wodonga-vic-3690-16073224,"[-36.139716, 146.8869266]",$450 per week,"Great 3 bedroom home with ensuite and walk-in robe to master bedroom, built-in robes in other bedrooms, full bathroom, ducted heating and cooling, open plan living area, neat kitchen including gas cooktop, electric oven and dishwasher, large undercover outdoor entertaining area, enclosed back yard with garden shed, and double lock up garage with remote and internal access into the home.",16 Castleton Street Wodonga VIC 3690,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/39-keighran-avenue-wodonga-vic-3690-14447247,"[-36.1442602, 146.8958306]",$500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",39 Keighran Avenue Wodonga VIC 3690,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/27-beech-street-wodonga-vic-3690-16066281,"[-36.1364287, 146.8843552]",$400 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",27 Beech Street Wodonga VIC 3690,"['2 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/2-8-kingsbury-court-wodonga-vic-3690-16065742,"[-36.1321449, 146.8513111]",$340 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2/8 Kingsbury Court Wodonga VIC 3690,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/28-elmwood-circuit-wodonga-vic-3690-16058917,"[-36.1361294, 146.8834376]",$450 per week,"This stunning, modern double storey townhouse offers -
* 2 bedrooms with built-in robes &amp; ceiling fans
* Ensuite to master bedroom upstairs
* Bathroom and 2nd living area (with kitchenette) off the 2nd bedroom downstairs
* Large kitchen with stainless steel appliances including dishwasher, gas cooktop and electric fan forced oven
* Open plan living area upstairs which opens onto the elevated",28 Elmwood Circuit Wodonga VIC 3690,"['2 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/4-1-mckibbin-court-wodonga-vic-3690-16065183,"[-36.1277353, 146.8965561]",$350 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4/1 McKibbin Court Wodonga VIC 3690,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/5-jamieson-court-wodonga-vic-3690-16056112,"[-36.1226866, 146.855995]",$400 pw,"**LIMITED INSPECTIONS DUE TO CURRENT TENANCY IN PLACE** This 3 bedroom home is positioned in a court location in a very convenient West Wodonga location. The home has a cosy living area with vaulted ceiling, wood fire, separate dining area and modern kitchen with gas cooking and plenty of bench and cupboard space. The home offers evaporative cooling and gas heating with addition of a wood fire to",5 Jamieson Court Wodonga VIC 3690,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/8-4-6-skipton-court-wodonga-vic-3690-16036942,"[-36.1292401, 146.9081405]",$430," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8/4-6 Skipton Court Wodonga VIC 3690,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/16-avondale-drive-wodonga-vic-3690-16008634,"[-36.1470801, 146.8646057]",$560 pw,"**LIMITED INSPECTIONS DUE TO TENANCY BEING FINALISED** This beautifully appointed 4 bedroom home is perfectly positioned in Cambourne Park Estate. Formal entrance, high ceilings, polished floorboards, ducted vacuum, ducted heating and cooling, superb views are some of the features. A ballroom sized formal lounge and dining, stunning electric kitchen with dishwasher and ample cupboards, the kitchen",16 Avondale Drive Wodonga VIC 3690,"['4 Beds', '2 Baths', '3 Parking']"
https://www.domain.com.au/4-lanark-court-wodonga-vic-3690-11870056,"[-36.1173012, 146.8657829]",$210 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4 Lanark Court Wodonga VIC 3690,"['7 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/bright-vic-3741-15923345,"[-36.7272091, 146.9605021]",Contact Agent,Want to go on our waitlist for all upcoming properties?,Bright VIC 3741,"['3 Beds', '2 Baths']"
https://www.domain.com.au/13-elamo-road-healesville-vic-3777-16073144,"[-37.6504352, 145.5263701]",$520," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",13 Elamo Road Healesville VIC 3777,"['2 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/8-5a-mcgrettons-road-healesville-vic-3777-16077955,"[-37.6590284, 145.509504]",$420 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8/5A McGrettons Road Healesville VIC 3777,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/16-catherine-walk-wollert-vic-3750-15005261,"[-37.6083967, 145.0311882]",$440 per week,Marcel Koning,16 Catherine Walk Wollert VIC 3750,"['4 Beds', '2 Baths', '4 Parking']"
https://www.domain.com.au/27-walkhill-drive-wollert-vic-3750-16067875,"[-37.6157, 145.0125238]",$550.00,***PLEASE REGISTER PRIOR TO INSPECTION***,27 Walkhill Drive Wollert VIC 3750,"['4 Beds', '2 Baths', '4 Parking']"
https://www.domain.com.au/230-harvest-home-rd-wollert-vic-3750-16080288,"[-37.6217358, 145.018435]",$460 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",230 Harvest Home Rd Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/8-ludeman-drive-wollert-vic-3750-16075135,"[-37.6144681, 145.0345886]",$450," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8 Ludeman Drive Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/38-evolve-esplanade-wollert-vic-3750-16026287,"[-37.6076389, 145.0147827]",$420 Weekly,"Situated in the heart of the up and coming suburb of Wollert yet still connected to a plethora of existing amenity from the thriving Epping activity centre, Evolve Townhomes is your journey's destination.
This townhouse offers contemporary living without compromise. The generously sized, 3 bedroom home features private entry, lock up carport and courtyard garden.",38 Evolve Esplanade Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/17-enoch-walk-wollert-vic-3750-16078230,"[-37.6181961, 145.0378303]",$440 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",17 Enoch Walk Wollert VIC 3750,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/11-the-burchett-wollert-vic-3750-16077138,"[-37.607973, 145.015817]",$520 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",11 The Burchett Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/9-vanin-street-wollert-vic-3750-16075812,"[-37.6163028, 145.0397989]",$400 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",9 Vanin Street Wollert VIC 3750,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/32-anglesea-drive-wollert-vic-3750-16072403,"[-37.6136863, 145.0088837]",$495 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",32 Anglesea Drive Wollert VIC 3750,"['3 Beds', '2 Baths', '3 Parking']"
https://www.domain.com.au/9-78-saltlake-boulevard-wollert-vic-3750-15965995,"[-37.6150915, 145.0377319]",$400," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",9/78 Saltlake Boulevard Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/44-linfield-parade-wollert-vic-3750-16065355,"[-37.6143284, 145.0263845]",$370 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",44 Linfield Parade Wollert VIC 3750,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/3-shani-road-wollert-vic-3750-16061063,"[-37.6146644, 144.9954097]",$470," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3 Shani Road Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/38-beresford-road-wollert-vic-3750-16058928,"[-37.6094496, 145.0171515]",$470," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",38 Beresford Road Wollert VIC 3750,"['3 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/4-48-anzac-drive-wollert-vic-3750-16057593,"[-37.6180333, 145.0422103]",$350 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4/48 Anzac Drive Wollert VIC 3750,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/68-lehmanns-road-wollert-vic-3750-16055928,"[-37.609404, 145.0380174]",$450 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",68 Lehmanns Road Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/32-kobe-crescent-wollert-vic-3750-15265046,"[-37.61626529999999, 145.0038791]",$400.00 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",32 Kobe Crescent Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/9-match-lane-wollert-vic-3750-16052573,"[-37.6204844, 145.0222029]",$350 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",9 Match Lane Wollert VIC 3750,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/11-elk-way-wollert-vic-3750-16049203,"[-37.6178512, 145.0382056]",$550," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",11 Elk Way Wollert VIC 3750,"['4 Beds', '2 Baths', '4 Parking']"
https://www.domain.com.au/150-vearings-road-wollert-vic-3750-16048299,"[-37.5958561, 144.991903]",$400 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",150 Vearings Road Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/22-aberfeldy-grove-wollert-vic-3750-16040901,"[-37.6105074, 145.0112969]",$510," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",22 Aberfeldy Grove Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/25-osmond-crescent-wollert-vic-3750-14386621,"[-37.6073125, 145.0045654]",$520,"This new double storey home designed for comfort and luxury offering the highest level of style and quality imaginable. 
The home shows off a spacious family/meals area, exquisite kitchen with stainless steel appliances, laundry , master bedroom with ensuite and robe downstairs.
 All other bedrooms are upstairs, master with WIR and full ensuite including double vanity , remaining bedrooms have",25 Osmond Crescent Wollert VIC 3750,"['5 Beds', '3 Baths', '2 Parking']"
https://www.domain.com.au/5-mawbey-way-wollert-vic-3750-16006842,"[-37.7904187, 144.9231382]",$500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5 Mawbey Way Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/31-allendale-avenue-wollert-vic-3750-16002952,"[-37.6136485, 145.0343302]",$420 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",31 Allendale Avenue Wollert VIC 3750,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/7-8-11-12-northside-drive-wollert-vic-3750-15906803,"[-37.6206102, 145.0166551]",$410," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","7, 8 & 11/12 Northside Drive Wollert VIC 3750","['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/wollert-vic-3750-15800076,"[-37.5891893, 144.9942305]",Why Rent When You Can Buy. Rent to Own Today,"No Deposit, No Worries!",Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/wollert-vic-3750-15185933,"[-37.5891893, 144.9942305]",No Bond Required with Rent2own," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/wollert-vic-3750-14987408,"[-37.5891893, 144.9942305]",Rent2own with No Deposit,"First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit and going to the bank. We also lend you your costs associated with your purchase, e.g. legal, stamp duty, govt &amp; bank charges.",Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/13-sheba-way-wollert-vic-3750-16082756,"[-37.6174551, 145.0036719]",$375 pw,Proudly presenting this modern townhouse with elegant tones throughout.,13 Sheba Way Wollert VIC 3750,"['3 Beds', '2 Baths']"
https://www.domain.com.au/1-204-saltlake-boulevard-wollert-vic-3750-16078115,"[-37.6224357, 145.0391889]",$350 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/204 Saltlake Boulevard Wollert VIC 3750,"['2 Beds', '1 Bath']"
https://www.domain.com.au/29-florentino-street-wollert-vic-3750-13669407,"[-37.6198862, 145.0407061]",$340 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",29 Florentino Street Wollert VIC 3750,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/9-wrexham-road-wollert-vic-3750-16073608,"[-37.6133548, 145.0236093]",$500 per week,We are delighted to announce this beautifully presented family house in Wollert. ,9 Wrexham Road Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/4-astoria-road-wollert-vic-3750-16072594,"[-37.6168093, 145.0085446]",$520 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4 Astoria Road Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/8-eynesbury-view-wollert-vic-3750-16072645,"[-37.6169672, 144.9991801]",$600PW/$2607PCM," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8 Eynesbury View Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/48-muzzlewood-way-wollert-vic-3750-16072470,"[-37.6147425, 145.0400572]",$455pw / $1977pcm," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",48 Muzzlewood Way Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/5-huntington-terrace-wollert-vic-3750-16070564,"[-37.6193597, 144.9976521]",$570 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5 Huntington Terrace Wollert VIC 3750,"['4 Beds', '2 Baths', '2 Parking']"
